River landscape with women reading palms,Arent Arentsz.,," Arent Arentsz. (c. 1586 - 18-Aug-1631), Low Countries",nl,ca. 1625 - ca. 1630, Low Countries, oil on panel,Rijksmuseum,ca. 1625 - ca. 1630,https://lh4.ggpht.com/pLYUjYLun8nZCFscmtfjuXAGV63BeAW-c6wxsc2DZzQFawh5-gRMP7XGvKxIKuNxeAPC-CDqIcrIM-S0i2X2kTb0img=s0
Portrait of a man,anoniem,," anonymous, Northern Netherlands",nl,ca. 1530 - ca. 1540, Northern Netherlands, oil on panel,Rijksmuseum,ca. 1530 - ca. 1540,https://lh3.googleusercontent.com/4-pTwgpIgw0VZRhTDt2RyWxjc4UzMYC7oIvDMUdK62V3KklAcrq4DdX97trBJvbm-TFBhycUkPNUcGe_7w4nDqoj5Q=s0
Portrait of Adam Wachendorff,Cornelis Ketel,," with a bubble-blowing putto, Cornelis Ketel (18-Mar-1548 - 08-Aug-1616)",nl,1574, London, London,Rijksmuseum,1574,https://lh3.googleusercontent.com/Rq-8hgNHbM0EzR-0PQnsmH7xCvjkFrYfzZoCroIIGETr502prXd83BaGnR22qZUtY7InR7LmgMzoQ0nr9OJo-2o0Ag=s0
Chariclea,anoniem,," anonymous, Haarlem",nl,ca. 1660, Haarlem, oil on panel,Rijksmuseum,ca. 1660,https://lh5.ggpht.com/BamlNpQ116tFZcV41MRdg6GdHOEOED9CObvMNVMyjzxdsq-QzHjJeSWD6a7zkan2wYFT_4f5U5Ld4EshMSTbL3WYWOEj=s0
The Carrying of the Cross,Quinten Massijs (I),," Quinten Massijs (I) (1466 - 1530), Antwerp (city)",nl,ca. 1510 - ca. 1515, Antwerp (city), oil on panel,Rijksmuseum,ca. 1510 - ca. 1515,https://lh3.googleusercontent.com/Pgh67R4LknEfRITsEEAMiopwFMHTM1TB4jSYpq8sxdJpaSJ3Q5BkRouWFNtEId0vN-s4GmGjYuPvggYfiSXqND2Puvw=s0
Christ Dedicates Peter: Feed My Sheep,Claude Vignon,," Claude Vignon (1593 - 10 May-1670), France",nl,1624, France, oil on canvas,Rijksmuseum,1624,https://lh5.ggpht.com/dLqKCaHeB8Oaf9whrDmy-ip453UlWY8us1c44iTFImMuGksN8X_XfGuReEwOT78d43pqs_wgDfiKuKmNx2TK6dW2q5U=s0
View of Constantinople and the Serail from the Dutch Embassy,anoniem,," Anonymous, Italy",nl,1700 - 1764, Italy, oil on canvas,Rijksmuseum,1700 - 1764,https://lh3.googleusercontent.com/Ujm51xv26eYSF7eNJBIMT1WAvoQ-7dNlox0gkmqGfBecNOdiAHXYC6GlftI3ijxf-gIfufe9ZalsBns2ZbwXk1HQig=s0
Portrait of Erard de la Marck,Jan Cornelisz. Vermeyen,," Jan Cornelisz. Vermeyen (c. 1500 - c. 1559), Mechelen",nl,ca. 1528 - ca. 1530, ? Mechelen, oil on panel,Rijksmuseum,ca. 1528 - ca. 1530,https://lh3.googleusercontent.com/8U6zGe3SqJ9Io-bQNsZUzZnH7zkTM2I6cDE7Th9ZYtNn-SA2t1-Q5Bzfidt_1i0pMBumya92vyW0xMXolBlELXTRaPs=s0
View of the Marienbosch coffee plantation in Suriname,Willem de Klerk,," mentioned on object Willem de Klerk (28-Nov-1800 - 11-Aug-1876), Dordrecht",nl,1829 - 1876, Dordrecht, oil on canvas,Rijksmuseum,1829 - 1876,https://lh3.ggpht.com/QnPLKOf-qKFtKLJWUrfvSK8k-AZpsV7wW3SQkTDUy4e_lZbfWl3Ya3p74t927gBqT5iX-mbGW9utT-4imNmWjS4CvQ=s0
Saint Sebastian cared for by Irene and her assistants,Jacques Blanchard,," Jacques Blanchard (01-Oct-1600 - Nov-1638), France",nl,1630 - 1638, France, oil on canvas,Rijksmuseum,1630 - 1638,https://lh3.ggpht.com/RoezE1iEnzfpEJBveXqxd_vEyEtYD0q-r_3GqOlEBEhR4rSFcoEFnr95iz1_sGCFnQFqw9eAbtnQuPOlP2cgCHpwe1M=s0
Inspection of a regiment of cavalry,Cornelis Troost,," perhaps by Willem van Hessen-Homburg, Cornelis Troost (08-Oct-1696 - 07-Mar-1750)",nl,1742, Netherlands, Netherlands,Rijksmuseum,1742,https://lh6.ggpht.com/snb6wiqdQqOPDtqTrtlrfBIiMsJOvPLf4yjJGZ10L7D6s-ZF1iWMlptoX1F_YQ6qFk5Z455alV5iY3IqaJNwds4tUkg=s0
Satire on celibacy,anoniem,," anonymous, Germany",nl,ca. 1600 - ca. 1649, ? Germany, oil on panel,Rijksmuseum,ca. 1600 - ca. 1649,https://lh3.googleusercontent.com/S5rZpg5UWxDzvRcti1qR61PgSCrOHve00yfLLsty1WhUVKh2CuiZkAy7PxB8N_BFWDUQOzPJhUe_Go8ifbjSx-4swQ4=s0
Bernardo Gritti. Proprefect of Bergamo,Carlo Ceresa,," Carlo Ceresa (20-Jan-1609 - 29-Jan-1679), Italy",nl,1646, Italy, oil on canvas,Rijksmuseum,1646,https://lh3.googleusercontent.com/NlGpgM4lhsXIXvBiv30YyVzrmGX4mAJSt_o130tBKsL8h0I-YEEWcQLEmMVHfzoeWisbKOTLsS4CBYuGjShw-MiOyg=s0
Italian landscape with pine trees,Hendrik Voogd,," Hendrik Voogd (10-Jul-1768 - 04-Sep-1839), Rome",nl,1795, Rome, oil on canvas,Rijksmuseum,1795,https://lh3.googleusercontent.com/3vIkB8iOpb9dSs5a9qcJUb9F4QO36lJvfhd8YZzqccc26xReRliueCyuQdkmzbUXAx-ShK1EPwu3-SFOlu1oOq0DtRc=s0
The shelling of the Kraton of the Sultan of Djambi by the government naval ships Celebes,anoniem,," Admiraal van Kinsbergen and Onrust on September 8, 1858",nl,1858 - 1865, anonymous, Northern Netherlands,Rijksmuseum,1858 - 1865,https://lh3.googleusercontent.com/Bu0nwp51eOejSHl72nCw74jY6Jwk5_2-Wl0gclZZaedf8Ht0xU7IVCvUpRCEGgFSLnzHZkgOftBDLNTDmKTBBjx3grrQ=s0
Meleager and Atalanta,anoniem,," anonymous, Northern Netherlands",nl,ca. 1675 - ca. 1699, ? Northern Netherlands, oil on copper,Rijksmuseum,ca. 1675 - ca. 1699,https://lh4.ggpht.com/9p4PtuG5FUQMWF6maoBp6njM6NTcan-8I-QpiPcfaY-UosuXrw88Tf_H8qDGwJMREoOZnDQ1jocJ_KuTaOhG2Ihegg=s0
The Batavian fleet before Veere,Engel Hoogerheyden,," 1800, Engel Hoogerheyden (13-Oct-1740 - 1809)",nl,1800 - 1809, Middelburg, Middelburg,Rijksmuseum,1800 - 1809,https://lh6.ggpht.com/gJtGBgTri7GnFxIFNeIWzkXljnJrnGu61H00gp8GeL3Z3YUdl3SzdA0ZM8HGZwzEM7MRFSnA3apNMKhFKkCteFrZAus=s0
Meadow with cows,Willem Maris,," Willem Maris (18-Feb-1844 - 10-Oct-1910), Netherlands",nl,1880 - 1910, Netherlands, oil on panel,Rijksmuseum,1880 - 1910,https://lh3.googleusercontent.com/dGOlcqtxocEKsfg4RCJviU2UzQseB5yVP2M71gROcuGGd4rD3mHMNVvlf2WzLW4oSg4JBvxM25OSbC881ptzLxSB53L2=s0
Portrait of a man,anoniem,," anonymous, Northern Netherlands",nl,1639, Northern Netherlands, oil on canvas,Rijksmuseum,1639,https://lh3.googleusercontent.com/XfapMRlmQPG6137bkel41O_91gRrUHfjPOHrBeOil1l9P0nHIcEQyN4RM_8hASrKCe3eRoQd4e9nv8QPIsLcs7GmQ9k=s0
Agatha Petronella Hartsen (1814-78). In bridal toilet on the occasion of her marriage to Jan van der Hoop on 17 March 1841,Jan Willem Pieneman,," Jan Willem Pieneman (04-Nov-1779 - 08-Apr-1853), Netherlands",nl,1841, Netherlands, oil on canvas,Rijksmuseum,1841,https://lh4.ggpht.com/rf4EX19R3IqR-gkU5RxqTOiQscsBmrhwyud8FYzM7BkZk92-d4O4WQHuMdciOrUN99raASJloQVZBgj-GXT8gQ6apw9D=s0
Antoine Perrenot (1517-86). Cardinal van Granvelle,anoniem,," minister of Charles V and Philip II, anonymous",nl,1565, Southern Netherlands, Southern Netherlands,Rijksmuseum,1565,https://lh3.ggpht.com/MrCr7fHsNKn2ilO2V04auBwQGxSg-LKZgJOtzjgVE3oYp3PeclY3AVooEfuVT6-OWGtZoHcH9IwUhW0bpI9DC28iSy4=s0
Justus de Huybert (1610-82). Secretary of the States and the Admiralty of Zeeland,anoniem,," anonymous, Zeeland",nl,ca. 1665, Zeeland, oil on canvas,Rijksmuseum,ca. 1665,https://lh5.ggpht.com/ulVDxSDWycNs6HG6FKjiSO2-yCYfmHDXpozpU0cdXc93Hh7-QvayzI7kbS10uu1sSzu2HhkQq3jFaOxEzzJn-uSOXg=s0
The art gallery of Josephus Augustinus Brentano,Adriaan de Lelie,," Adriaan de Lelie (19-May-1755 - 30-Nov-1820), Netherlands",nl,ca. 1790 - ca. 1799, Netherlands, oil on panel,Rijksmuseum,ca. 1790 - ca. 1799,https://lh5.ggpht.com/k6OotfmgFpkcI7-qvy8CA1vEF9UJNv2CTepxhAOXfXD25o7v36tXvc1Vkex-LSyiJXsfdOePhLwY2PYrBAR0wHjl8aE=s0
The Birth,Jheronimus Bosch,," manner of Hieronymus Bosch (ca. 1450 - 1516), Southern Netherlands",nl,ca. 1550 - ca. 1600, Southern Netherlands, oil on panel,Rijksmuseum,ca. 1550 - ca. 1600,https://lh3.googleusercontent.com/EATFzpsduVRF90vl-AbdSnP3cLOZG-sjPPJAoyNgWZXyPWlL1FgqA4lH0DgLbJDjo5UAOoUAO219pPXywdounI9ad8Q=s0
View of the church at Sloten in winter,Jan Abrahamsz. Beerstraten,," Jan Abrahamsz. Beerstraten (31-May-1622 - 01-Jul-1666), Northern Netherlands",nl,1640 - 1666, Northern Netherlands, oil on canvas,Rijksmuseum,1640 - 1666,https://lh3.googleusercontent.com/el67sjSQLt9jCyDDNlU4WcalpNXculq3ym-sPUoiAJ5Dd3A8Hd_zeACys-_M3spIvSk0y9ylVzE4rylF6AqrIfF9R7s=s0
Elijah the prophet awakened by an angel in the desert,Giovanni Lanfranco,," Giovanni Lanfranco (Jan 26, 1582 - Nov 30",nl,1624 - 1625, 1647), Italy,Rijksmuseum,1624 - 1625,https://lh3.ggpht.com/1Uc0KhM5SdQfcONwN6eOf4WTJkh9g7J_qQrTPUfWcUav-MYKQ2SFHJsnfSxpvnGpm_rnTlgxZHBUCG1c_4KwwhFJ0g=s0
A man writing at his desk,Jan Ekels (II),," Jan Ekels (II) (1759 - 04-Jun-1793), Northern Netherlands",nl,1784, Northern Netherlands, oil on panel,Rijksmuseum,1784,https://lh6.ggpht.com/xa23UCISrrkF7fFZk8N6eKXq2iCH4jVJyGAWvLcPQOf2lAnBkXYHJPDFRjnGYdP5piuJNLB4Xhk_VuoILSYHFb42=s0
Hendrik Waller (1887-1951) at the age of three,Pieter Oyens,," Pieter Oyens (29-Jul-1842 - 16-Feb-1894), Netherlands",nl,1890, Netherlands, oil on canvas,Rijksmuseum,1890,https://lh6.ggpht.com/O13QXak_FBCDBMMBA5mV4LflEsIg5ZAbEjKYhbwN7Ke9qNV38efij1sP1cwXs8iQbNZcg9MlZXzGlB7wxc_OT_yIKlQ=s0
Adriaen Pieter Twent (1745-1816),Willem Bartel van der Kooi,," Count of Rosenburg. Minister of Water Management, Minister of the Interior",nl,1809, Chamberlain of King Lodewijk Napoleon, Willem Bartel van der Kooi (13-May-1768 - 14-Jul-1836),Rijksmuseum,1809,https://lh5.ggpht.com/jXf1DLUWSP8VhJ5OKJoUzHqnFl_vteeYIPwlYfXtgqSRdydcdtQc-W_5DhNqHrkAeL5mCMkxN3YPmgYNJaZ_bXex2f3b=s0
Portrait of a lady and a gentleman,Jan Willem Pieneman,," Jan Willem Pieneman (04-Nov-1779 - 08-Apr-1853), Netherlands",nl,1829, Netherlands, oil on canvas,Rijksmuseum,1829,https://lh3.ggpht.com/kfMGY2EVNoZqboATazwKPzSPyrPQ6ciyyL1816ooOBvutjKQEjDKd_OTJr0wfgpHAGNKj_TfaZ6N5CEjOU51FwaKqYE=s0
Boomgaard,Geo Poggenbeek,," Geo Poggenbeek (20-Jul-1853 - 04-Jan-1903), Netherlands",nl,1873 - 1903, Netherlands, oil on cardboard,Rijksmuseum,1873 - 1903,https://lh3.ggpht.com/YmW6wgAUfpVRV-6EKk97Z2df55p1UkrIg8f-xsFJbxBPOIQEQpHN0C94Pf_8U3JNvYMM0JW0NaRMEVlWRI1DqVzlBgOp=s0
Peace exhorts the churches to tolerance,anoniem,," anonymous, Low Countries",nl,1600 - 1624, Low Countries, oil on canvas,Rijksmuseum,1600 - 1624,https://lh6.ggpht.com/vU65ofb-7Oc0cnVjMfUWTtKT78e8UFbpqshwkMPBxQGWhW7n4Edba_DATxuuo-XNm8GmmF_TLsNHSPCdcse_3Uc9dng=s0
Portrait of a man,Anthonie Palamedesz.,," probably a preacher, copy after Anthonie Palamedesz. (1601 - 27-Nov-1673)",nl,1650, Northern Netherlands, Northern Netherlands,Rijksmuseum,1650,https://lh3.ggpht.com/CbtnanbC2JVAq2zUmZiT5VOvnxiEktvolwqIRW1tbSo-EJ19mvTALUoOYJqPgFHz8IZjChEl0OO_OdHxDuI2Peyyxu0=s0
The painter himself,Hendrikus van de Sande Bakhuyzen,," painting in a meadow landscape with cattle, self-signed Hendrikus van de Sande Bakhuyzen (02-Jan-1795 - 12-Dec-1860)",nl,1850, Netherlands, Netherlands,Rijksmuseum,1850,https://lh3.googleusercontent.com/J_sdMGluWr3KpzkS1cwVx7lsIovNfONkyacZEA_yql3IvFGFCjvwTY31EQ-krYSZoWXKssHU_J7qG6q7VN_03k6cHn0=s0
Anthonie van der Hout (1783-1859),Christiaan Julius Lodewijk Portman,," Christiaan Julius Lodewijk Portman (20-Oct-1799 - 18-Oct-1868), Netherlands",nl,1826, Netherlands, oil on canvas,Rijksmuseum,1826,https://lh3.ggpht.com/bhs4CNUfmoV15D3lUWOPPzKiqOg97QJsOfTpSMG-EVfasLFTfQATsuIyLbTO5jJqiEmz9QnQYHps-v9yRpGUyUc_yg=s0
Maria Christina Nijssen (1788-1870). Wife of Anthonie van der Hout,Christiaan Julius Lodewijk Portman,," self-signed Christiaan Julius Lodewijk Portman (20-Oct-1799 - 18-Oct-1868), Netherlands",nl,1826, Netherlands, oil on canvas,Rijksmuseum,1826,https://lh4.ggpht.com/TDkdXy0BJ81H5phbQ3_7BFmd1c4gV8vUgddRR3VOgdLSG5MFRupvOiS8TWiLAODN0JSOvlzqzDLUfK62S9lHaR3QuIk=s0
Jeanette Antoinette Pietermaat (1818-70). Wife of Pieter Mijer,Johan Heinrich Neuman,," self-signed Johan Heinrich Neuman (07-Jan-1819 - 14-Apr-1898), Netherlands",nl,1876, Netherlands, oil on canvas,Rijksmuseum,1876,https://lh3.ggpht.com/abSMXz8muE422JQ-Zup-wt5esxRVVBJ9c1cjXs7O-7DKX6q-RQxCMrjIvVny7LDfDzVezoAIiNFLKGShr1rmhZC7LutE=s0
Charles Henri Joseph Leickert (1816-1907),Nicolaas Pieneman,," painter, self-signed Nicolaas Pieneman (01-Jan-1809 - 30-Dec-1860)",nl,1853, Netherlands, Netherlands,Rijksmuseum,1853,https://lh4.ggpht.com/Q2L3b00r0Eu8Bm_s75cnw_myxeqOV_SlN2rgDP0d-uIh-FrU_Cz2eXqglsk4LovtZFWn99F_M47YQVXYGGXvixMiOUQ=s0
Portrait of a man known as Gozen Centen (1611/12-1677),Govert Flinck,," Govert Flinck (25-Jan-1615 - 02-Feb-1660), Northern Netherlands",nl,ca. 1639 - ca. 1640, Northern Netherlands, oil on panel ,Rijksmuseum,ca. 1639 - ca. 1640,https://lh3.googleusercontent.com/pUtdo3aOFTV5WRdYp-kZlDXfHB0Xs3hxLAsvXI_uupXmKZYMbk78d8ZMye62CrlT3RJhjnQKH6499r_45Xk2Jp3shIY=s0
Anthonie Gerardus van der Hout (1820-92),Jac van Looij,," self-signed Jac van Looij (12-Sep-1855 - 24-Feb-1930), Haarlem",nl,1880 - 1892, Haarlem, oil on canvas,Rijksmuseum,1880 - 1892,https://lh4.ggpht.com/pRRa1SlH_4dRLjwJp-0CA8K7vatj3M0uxV9zgQTwhN1pzwgoUFl6OJY1URCf5eSDhSzq-dIs1fVo1hywMNmiD8QpLA=s0
Moses in the rush basket,anoniem,," anonymous, Southern Netherlands",nl,1500 - 1599, ? Southern Netherlands, oil on panel,Rijksmuseum,1500 - 1599,https://lh6.ggpht.com/tiWaz4YPOGFA13mOV8cnZ8UCUJWMwGu1Sq8c5yhERJuyc5Lnw6D2Lg52QGS4_eZH1FBRQ2XKVKtI9-CSyxFwFscqzhA=s0
Aryna van der Pot (1786-1850). Wife of NJAC Hoffmann,Cornelis Cels,," self-signed Cornelis Cels (10-Jun-1778 - 03-Mar-1869), Belgium",nl,1841, Belgium, oil on canvas,Rijksmuseum,1841,https://lh4.ggpht.com/DgpDm6Dx7FJekClFP7jgDOnPvmKD5MbtZDv6qa2NorkTmJujJSGkZPYSzmeG3kNcmbNHVfyq4CX3V7LwdUL2T9lCdoE=s0
Allegory of Fame,Gerard de Lairesse,," Gerard de Lairesse (1641 - 1711), Northern Netherlands",nl,1675 - 1683, Northern Netherlands, oil on canvas,Rijksmuseum,1675 - 1683,https://lh3.googleusercontent.com/E5WnefYmRm4R0kVTMFlrSx_ORPAtj8ZObes2PnMRDqRYD1YUvArpdplBBxA1McydXcfxyh1MizHeBLXt6ReWShDonVTW=s0
Allegory of Wealth,Gerard de Lairesse,," Gerard de Lairesse (1641 - 1711), Northern Netherlands",nl,1675 - 1683, Northern Netherlands, oil on canvas,Rijksmuseum,1675 - 1683,https://lh3.googleusercontent.com/ezkgXdMwyRyhDCpwJ0kzBN-nBPR904Ag6y0ZH8f5brVcBnE9Y5B-0XDiwEvOG_Rduv23pSJNxw3s2cij_zqBelOmym3f=s0
Dirk van Bronkhorst on his deathbed during the siege of Leiden in 1574,anoniem,," anonymous, Northern Netherlands",nl,1574 - 1599, Northern Netherlands, oil on canvas,Rijksmuseum,1574 - 1599,https://lh4.ggpht.com/_ThNuIP3_H5QDfIt01-MQb0uLycqhXn4nIyjlhVTiyBpnQO1Y8qVID5J83O56F3Q6hCtrfj3bARw-b3PRvmVK-vQtyzk=s0
The Adoration of the Shepherds,Maerten de Vos,," copy after Maerten de Vos (1532 - 04-Dec-1603), Southern Netherlands",nl,1580 - 1699, Southern Netherlands, oil on panel,Rijksmuseum,1580 - 1699,https://lh4.ggpht.com/DSbOy1HAHAJc-fbIqIlNddPY5PtU50ISWh7e-0tNgX7vFR67fABDeo-jUpJ3gNfn_jdqdQr7_NUnue5hApeMTK0pj-VB=s0
Two women in Italian dress,Moritz Calisch,," self-signed Moritz Calisch (12-Apr-1819 - 13-Mar-1870), Netherlands",nl,1851, Netherlands, oil on canvas,Rijksmuseum,1851,https://lh6.ggpht.com/cQ1Vufvv07KqxKc_J7yqC3gGsTrUk0f-Z123qklVG5FzqWYoTeHNSHWFbfXQLDnA6WwZzy_TooJfRp8icntmIv6eJDaP=s0
Pieter Frederik van Os (1808-92),Anton Mauve,," painter, self-signed Anton Mauve (18-Sep-1838 - 05-Feb-1888)",nl,1855, Netherlands, Netherlands,Rijksmuseum,1855,https://lh3.googleusercontent.com/q-33c0U7Sy2Q1N7XJZjpjgBHHHqDaSN1LXKhgtfrhtcbU2-PcRRp3QVY4KkW86fOBUOb7EK4SqLrHgAxX1tKadrpmLw=s0
The legs of David,Jozef Israëls,," self-signed Jozef Israëls (27-Jan-1824 - 12-Aug-1911), Netherlands",nl,1899, Netherlands, oil on canvas,Rijksmuseum,1899,https://lh3.ggpht.com/dEAYZGV3sb1CGcPL2X8_t2jVaOS4i4fuZNqIHxJ30Efd9WkaU9ylRrdQLF4A-DQs0sBCxwmmDn8LkQcMcS4tph1diqet=s0
Allegorical representation of the birth of Willem Frederik (1772-1843),anoniem,," Prince of Orange-Nassau, later King William I",nl,1772, anonymous, Northern Netherlands,Rijksmuseum,1772,https://lh4.ggpht.com/83BWKT-jHQ0cNjqYUvA4GL-IZyWdSJKNojBbZhOmTo4KPHuLWjv6hlHXeRgx2i__zB8dOKmpskZEvynMx9EVZuYS4OE=s0
Italian harbor view,Jacob van der Ulft,," self-signed Jacob van der Ulft (26-Mar-1627 - 18-Nov-1689), Northern Netherlands",nl,1650 - 1689, Northern Netherlands, oil on panel,Rijksmuseum,1650 - 1689,https://lh3.googleusercontent.com/SWi0dFFVc_9zzRrOfO2c_zA5sJBPywSC1pvCQAcr7VANzYGLqU6jqIQWtD42nkDxqICp7bMjyDd340FLaWNAbIBBbbE=s0
The Adoration of the Magi,anoniem,," Anonymous, Southern Netherlands",nl,1500 - 1599, ? Southern Netherlands, oil on panel,Rijksmuseum,1500 - 1599,https://lh3.ggpht.com/l-qsdzNJvYlTPnnQViK2AHaH3KE6pyMjhHJ46JyXcUr5oZyHrwcH5UMhtkQ1Xcr0KFWxIgOXZF0GhtxTdd57ElHHU6Dx=s0
Allegory of the Sciences,Gerard de Lairesse,," Gerard de Lairesse (1641 - 1711), Northern Netherlands",nl,ca. 1675 - ca. 1683, Northern Netherlands, oil on canvas,Rijksmuseum,ca. 1675 - ca. 1683,https://lh3.googleusercontent.com/kwOFSZz4u1gWtocV2yJbs7tlwOOQ1h_-Hhq8mC-kBAiJWc-gAnvJYWQNZWAUJGQtpN0OXtWEfguXjz2BltyRd_7ZTw=s0
Allegory of the Arts,Gerard de Lairesse,," Gerard de Lairesse (1641 - 1711), Northern Netherlands",nl,1675 - 1683, Northern Netherlands, oil on canvas,Rijksmuseum,1675 - 1683,https://lh3.googleusercontent.com/C4len4Sp702CazmP9r3-XYeo6Lb-hbQBxWyj-Wz3QXU1KrMEpPwZyULA02n6pp1JMMmSTiFiSDhfA4QncsuViuks9G0D=s0
Allegory of Generosity,Gerard de Lairesse,," Gerard de Lairesse (1641 - 1711), Northern Netherlands",nl,1675 - 1683, Northern Netherlands, oil on canvas,Rijksmuseum,1675 - 1683,https://lh6.ggpht.com/fHOj3YxbkRzs7vZydfgmuHKHPdc6kwebhKScKJ1b3395iiS4pXrCG_EajznxZyphU32bE5GmV1yjDZTt5SBYSN-xLcc=s0
Gallery overlooking a park,Barent Fabritius,," attributed to Barent Fabritius (Nov-1624 - Oct-1673), Northern Netherlands",nl,1660 - 1673, Northern Netherlands, oil on canvas,Rijksmuseum,1660 - 1673,https://lh3.googleusercontent.com/E5rYHJjzZy_9g7MWmRCNVeupFB3wGC8JqQ6rlnj80o5NbvuOX1yUEtDlGlluZGE-50s_Jn5CuFCOtWk-F44fHspAA8xN=s0
A cherry seller at the door,Abraham van Strij (I),," self-signed Abraham van Strij (I) (31-Dec-1753 - 07-Mar-1826), Northern Netherlands",nl,1816, Northern Netherlands, oil on panel,Rijksmuseum,1816,https://lh3.googleusercontent.com/5lGg0RbtGeglNjm9VrisXjagGta4qZQNIEVtrgwIhFmlmVijaFVY2tsqu8sH_WBT2djC2y5b4S6GcxO5GSEv4umXmQ=s0
Boerenerf,Andreas Schelfhout,," self-signed Andreas Schelfhout (16-Feb-1787 - 19-Apr-1870), Netherlands",nl,ca. 1820 - ca. 1830, Netherlands, oil on paper on panel,Rijksmuseum,ca. 1820 - ca. 1830,https://lh3.googleusercontent.com/Ne7W_t29t1JE86rltJsuYq5irQXA4GRW27kQx2CHX3sYQrWbfEgqh8P49VAw1g1-I4n2nS-dUp6I5dNm6vHpuTV1q5k=s0
The milk bend,Willem Roelofs (I),," self-signed Willem Roelofs (I) (10-Mar-1822 - 12-May-1897), Netherlands",nl,1870 - 1897, Netherlands, oil on panel,Rijksmuseum,1870 - 1897,https://lh3.googleusercontent.com/hh-rSGapN9XiWePDtwudRLIg5aHzxuxhQ7IXAidvqi9mgdxAXyREjsF77AUgDWwk7mmdq7TaOiN04uMmlzgr8yo2ZQkQ=s0
Tough sea with sailing ships,Georges Johannes Hoffmann,," Georges Johannes Hoffmann (24-Jan-1833 - 28-Nov-1873), Netherlands",nl,1850 - 1859, Netherlands, oil on panel,Rijksmuseum,1850 - 1859,https://lh3.googleusercontent.com/6faKW2hZYbQPWcjFooCTVvkCHfvh8YoPdXRGfWwrncVU78Py6eCXeCCwiFW0qXE9sol-d8qm0T0XLGClVH8KzC1bKxI=s0
Curious sea with sailing ships,anoniem,," anonymous, Northern Netherlands",nl,1825 - 1874, Northern Netherlands, oil on panel,Rijksmuseum,1825 - 1874,https://lh3.googleusercontent.com/-zw7A5T6xL703pbbe9fLSu_4XtqC21Q1GfHlz5vn0lphhYu0Da-7zLa5nurHaSmF2BuFAuBez37Btjc-1EDByD-x_T6d=s0
Le voeu du faisan (The Feast of the Pheasant),anoniem,," copy after anonymous, France",nl,ca. 1500 - ca. 1599, France, oil on canvas,Rijksmuseum,ca. 1500 - ca. 1599,https://lh3.googleusercontent.com/yUJJiOqgPq_lgCrOh3WxN7-OyH0Od2sKS4HdQzbRyQN0-rfEVEsY19KRIESeIx0plalSYH-SSJpqnLierxka8XpmtmY=s0
Woman reading music,Han van Meegeren,," Han van Meegeren (10-Oct-1889 - 30-Dec-1947), Netherlands",nl,1935 - 1940, Netherlands, oil on canvas,Rijksmuseum,1935 - 1940,https://lh4.ggpht.com/st9wRb-HlLTybJ080TGmqBG_-SfoqaiSoW8uhu5o4LmDPFAb4CZgziSV7p7KrreTpIDduOZjKYuea6AgIswIvmzXAWw=s0
The sea,Jan Toorop,," Jan Toorop (20-Dec-1858 - 30-Mar-1928), Netherlands",nl,1887, Netherlands, oil on canvas,Rijksmuseum,1887,https://lh3.googleusercontent.com/Te88ZoV2HNsVEZRCK0TUMFPicmYNZvzePQjx4xuwE3d0hobM8KAMs5up1RVHb_HFjzfZnTuuzhkeWY5_js09ues4IxM=s0
Society of Scottish Freemasons,anoniem,," Anonymous, England",nl,1840 - 1870, England, oil on cardboard,Rijksmuseum,1840 - 1870,https://lh3.googleusercontent.com/Js0VGH82EGcCvdx3d30Uc1fDWGi18fnDhENo5BicAR9yWAyDZFDzvD82EIs6LDX8ptORec2NL-6sn7TSAnMmczh1kFk=s0
Malle Babbe,Han van Meegeren,," Han van Meegeren (10-Oct-1889 - 30-Dec-1947), Netherlands",nl,1930 - 1940, Netherlands, oil on canvas,Rijksmuseum,1930 - 1940,https://lh3.googleusercontent.com/ngsdO_djUBrHV4yM-TxU5X5enPRU6PB670MHa2yEi0o69S9Ur45UK6vibhNcQZqyvRdq4iMQMV-BFmtopfy97GCXIQ=s0
Woman Playing Cistern,Han van Meegeren,," Han van Meegeren (10-Oct-1889 - 30-Dec-1947), Netherlands",nl,1930 - 1940, Netherlands, oil on canvas,Rijksmuseum,1930 - 1940,https://lh3.googleusercontent.com/RssHcoVAOV6bNXhoHJFHFwuAXsx4N5YGjfVxrpFdJ8IiZGglZwpFzF0st0zJxDDVdXQiyXKO22qWh-ilBenzM7SCzy8=s0
The washing of the feet,Han van Meegeren,," Han van Meegeren (10-Oct-1889 - 30-Dec-1947), Netherlands",nl,1935 - 1943, Netherlands, oil on canvas,Rijksmuseum,1935 - 1943,https://lh6.ggpht.com/s0pNsumXFG5dDPvXY2BWR696kyYTKFuKGzWqm6zPp0A3TgCLoZY8xGi7lg22A9SoracvUOsXODlLD0lZbhjMxy3fWO4=s0
The legs of Saul,Jozef Israëls,," self-signed Jozef Israëls (27-Jan-1824 - 12-Aug-1911), Netherlands",nl,1899, Netherlands, oil on canvas,Rijksmuseum,1899,https://lh5.ggpht.com/NwtyRCqAwOE3u4WA35aJH_8tbO8K1Av3g224qM3HidGDvW8YOTD5c_PyBAWdXlNqzf5iH290t69qbIIazuVXjmklkwo=s0
